Time,TemperatureC,DewpointC,PressurehPa,WindDirection,WindDirectionDegrees,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,Conditions,Clouds,dailyrainMM,SoftwareType,DateUTC
                
2019-01-17 00:00:00,3.22222222222,2.77777777778,1000.15575812,  ,  ,0.1810512,1.80246528,97.0,0.0,  ,  ,0.0,  ,  
  
  
  
  
  
  
  
  
  
  
  
  
2019-01-17 01:05:00,3.27777777778,2.72222222222,1000.15372007,  ,  ,0.08851392,1.80246528,96.0,1.016,  ,  ,0.254,  ,  
2019-01-17 01:10:00,3.27777777778,2.72222222222,1000.15372007,  ,  ,0.0,0.0,96.0,1.016,  ,  ,0.254,  ,  
2019-01-17 01:15:00,3.27777777778,2.72222222222,1000.15372007,  ,  ,0.47743872,1.80246528,96.0,1.016,  ,  ,0.254,  ,  
2019-01-17 01:20:00,3.27777777778,2.72222222222,1000.29055571,  ,  ,0.358883712,1.80246528,96.0,0.7112,  ,  ,0.254,  ,  
2019-01-17 01:25:00,3.27777777778,2.72222222222,1000.15372007,  ,  ,0.717767424,3.60493056,96.0,0.0,  ,  ,0.254,  ,  
2019-01-17 01:30:00,3.27777777778,2.72222222222,1000.41978936,  ,  ,1.11938816,3.60493056,96.0,0.0,  ,  ,0.254,  ,  
2019-01-17 01:35:00,3.27777777778,2.72222222222,1000.39318243,  ,  ,0.93341952,1.80246528,96.0,0.0,  ,  ,0.254,  ,  
2019-01-17 01:40:00,3.27777777778,2.72222222222,1000.46160025,  ,  ,0.78857856,3.60493056,96.0,0.0,  ,  ,0.254,  ,  
2019-01-17 01:45:00,3.27777777778,2.72222222222,1000.49580916,  ,  ,2.16009728,5.40739584,96.0,0.0,  ,  ,0.254,  ,  
2019-01-17 01:50:00,3.27777777778,2.72222222222,1000.49580916,  ,  ,2.483217792,5.40739584,96.0,0.0,  ,  ,0.254,  ,  
2019-01-17 01:55:00,3.27777777778,2.72222222222,1000.53001807,  ,  ,2.014898688,5.40739584,96.0,0.0,  ,  ,0.254,  ,  
2019-01-17 02:00:00,3.38888888889,2.73888888889,1000.83382184,  ,  ,1.186086528,3.60493056,95.3,0.0,  ,  ,0.254,  ,  
2019-01-17 02:05:00,3.38888888889,2.72222222222,1000.75780235,  ,  ,1.877568,7.19376768,95.0,0.0,  ,  ,0.254,  ,  
2019-01-17 02:10:00,3.44444444444,2.73333333333,1000.90020282,  ,  ,3.49227648,8.99623296,94.9,0.0,  ,  ,0.254,  ,  
2019-01-17 02:15:00,3.5,2.61111111111,1000.82974873,  ,  ,3.022348032,5.40739584,94.0,0.0,  ,  ,0.254,  ,  
2019-01-17 02:20:00,3.5,2.61111111111,1000.82974873,  ,  ,3.79805184,7.19376768,94.0,0.0,  ,  ,0.254,  ,  
2019-01-17 02:25:00,3.5,2.56666666667,1001.06920914,  ,  ,4.068421632,7.19376768,93.6,0.7112,  ,  ,0.508,  ,  
2019-01-17 02:30:00,3.53333333333,2.53333333333,1000.93115353,  ,  ,4.789407744,7.19376768,93.0,1.016,  ,  ,0.508,  ,  
2019-01-17 02:35:00,3.56172839506,2.56172839506,1001.0175355,  ,  ,5.63985664,8.99623296,93.0,1.016,  ,  ,0.508,  ,  
2019-01-17 02:40:00,3.51111111111,2.42222222222,1001.1714279,  ,  ,4.824813312,11.15275392,92.6,0.4064,  ,  ,0.508,  ,  
2019-01-17 02:45:00,3.51111111111,2.28888888889,1001.1714279,  ,  ,5.185306368,16.56014976,92.0,0.0,  ,  ,0.508,  ,  
2019-01-17 02:50:00,3.47530864198,2.26543209877,1001.17274047,  ,  ,4.96035584,11.15275392,92.0,0.0,  ,  ,0.508,  ,  
2019-01-17 02:55:00,3.38888888889,2.22222222222,1001.107492,  ,  ,3.707928576,7.19376768,92.0,0.0,  ,  ,0.508,  ,  
2019-01-17 03:00:00,3.27777777778,2.1,1001.38524117,  ,  ,3.744943488,7.19376768,92.0,0.0,  ,  ,0.508,  ,  
2019-01-17 03:05:00,3.0987654321,1.87654320988,1001.49064594,  ,  ,2.68045184,5.40739584,92.0,0.0,  ,  ,0.508,  ,  
2019-01-17 03:10:00,2.9,1.87777777778,1001.67280796,  ,  ,3.672523008,11.15275392,92.9,0.0,  ,  ,0.508,  ,  
2019-01-17 03:15:00,2.88888888889,1.88888888889,1001.70742657,  ,  ,2.267565696,5.40739584,93.0,0.0,  ,  ,0.508,  ,  
2019-01-17 03:20:00,2.75308641975,1.75308641975,1001.65541629,  ,  ,1.75954944,5.40739584,93.0,0.0,  ,  ,0.508,  ,  
2019-01-17 03:25:00,2.62222222222,1.62222222222,1001.81988889,  ,  ,2.267565696,7.19376768,93.0,0.0,  ,  ,0.508,  ,  
2019-01-17 03:30:00,2.6,1.6,1001.88912881,  ,  ,1.546579584,5.40739584,93.0,0.0,  ,  ,0.508,  ,  
2019-01-17 03:35:00,2.41358024691,1.45061728395,1001.89601733,  ,  ,1.47702016,3.60493056,93.3333333333,0.0,  ,  ,0.508,  ,  
2019-01-17 03:40:00,2.27777777778,1.38888888889,1001.90103969,  ,  ,1.83465216,5.40739584,94.0,0.0,  ,  ,0.508,  ,  
2019-01-17 03:45:00,2.23888888889,1.31111111111,1001.90247921,  ,  ,2.122724736,7.19376768,94.0,0.0,  ,  ,0.508,  ,  
2019-01-17 03:50:00,2.22222222222,1.27777777778,1001.90309615,  ,  ,2.51951744,7.19376768,94.0,0.0,  ,  ,0.508,  ,  
2019-01-17 03:55:00,2.22222222222,1.27777777778,1001.90309615,  ,  ,4.609161216,11.15275392,94.0,0.0,  ,  ,0.508,  ,  
2019-01-17 04:00:00,2.18888888889,1.26111111111,1002.14380258,  ,  ,3.529291392,8.99623296,94.0,0.0,  ,  ,0.508,  ,  
2019-01-17 04:05:00,2.16049382716,1.24691358025,1002.24748565,  ,  ,3.27769728,8.99623296,94.0,0.0,  ,  ,0.508,  ,  
2019-01-17 04:10:00,2.11111111111,1.22222222222,1002.24931535,  ,  ,3.780349056,8.99623296,94.0,0.0,  ,  ,0.508,  ,  
2019-01-17 04:15:00,2.03333333333,1.14444444444,1002.25219947,  ,  ,3.419856,8.99623296,94.0,0.0,  ,  ,0.508,  ,  
2019-01-17 04:20:00,1.93827160494,1.04938271605,1002.33175005,  ,  ,3.39929216,11.15275392,94.0,0.0,  ,  ,0.508,  ,  
